Lega,Stagione,Periodo,Data_Rilevazione,Squadra,Valore_Mercato_Mln
Premier_League,2024/2025,Post-Invernale,2025-02-15,Liverpool FC,959.8
Premier_League,2024/2025,Post-Invernale,2025-02-15,Manchester United,834.3
Premier_League,2024/2025,Post-Invernale,2025-02-15,Tottenham Hotspur,791.1
Premier_League,2024/2025,Post-Invernale,2025-02-15,Aston Villa,647.65
Premier_League,2024/2025,Post-Invernale,2025-02-15,Newcastle United,623.5
Premier_League,2024/2025,Post-Invernale,2025-02-15,Brighton & Hove Albion,562.8
Premier_League,2024/2025,Post-Invernale,2025-02-15,West Ham United,495.2
Premier_League,2024/2025,Post-Invernale,2025-02-15,Crystal Palace,428.55
Premier_League,2024/2025,Post-Invernale,2025-02-15,Nottingham Forest,402.0
Premier_League,2024/2025,Post-Invernale,2025-02-15,AFC Bournemouth,386.2
Premier_League,2024/2025,Post-Invernale,2025-02-15,Wolverhampton Wanderers,384.95
Premier_League,2024/2025,Post-Invernale,2025-02-15,Brentford FC,375.23
Premier_League,2024/2025,Post-Invernale,2025-02-15,Everton FC,361.0
Premier_League,2024/2025,Post-Invernale,2025-02-15,Fulham FC,338.8
Premier_League,2024/2025,Post-Invernale,2025-02-15,Southampton FC,315.5
Premier_League,2024/2025,Post-Invernale,2025-02-15,Leicester City,271.7
Premier_League,2024/2025,Post-Invernale,2025-02-15,Ipswich Town,256.75
Premier_League,2025/2026,Post-Estivo,2025-09-15,Manchester City,1248.5
Premier_League,2025/2026,Post-Estivo,2025-09-15,Arsenal FC,1220.0
Premier_League,2025/2026,Post-Estivo,2025-09-15,Liverpool FC,1091.0
Premier_League,2025/2026,Post-Estivo,2025-09-15,Chelsea FC,1031.8
Premier_League,2025/2026,Post-Estivo,2025-09-15,Tottenham Hotspur,811.5
Premier_League,2025/2026,Post-Estivo,2025-09-15,Manchester United,714.0
Premier_League,2025/2026,Post-Estivo,2025-09-15,Newcastle United,627.3
Premier_League,2025/2026,Post-Estivo,2025-09-15,Aston Villa,572.3
Premier_League,2025/2026,Post-Estivo,2025-09-15,Nottingham Forest,532.5
Premier_League,2025/2026,Post-Estivo,2025-09-15,Crystal Palace,476.3
Premier_League,2025/2026,Post-Estivo,2025-09-15,Brighton & Hove Albion,439.0
Premier_League,2025/2026,Post-Estivo,2025-09-15,West Ham United,392.2
Premier_League,2025/2026,Post-Estivo,2025-09-15,Brentford FC,381.7
Premier_League,2025/2026,Post-Estivo,2025-09-15,Everton FC,370.8
Premier_League,2025/2026,Post-Estivo,2025-09-15,AFC Bournemouth,336.75
Premier_League,2025/2026,Post-Estivo,2025-09-15,Wolverhampton Wanderers,332.2
Premier_League,2025/2026,Post-Estivo,2025-09-15,Fulham FC,314.5
Premier_League,2025/2026,Post-Estivo,2025-09-15,Leeds United,286.0
Premier_League,2025/2026,Post-Estivo,2025-09-15,Sunderland AFC,263.13
Premier_League,2025/2026,Post-Estivo,2025-09-15,Burnley FC,211.25
Premier_League,2025/2026,Post-Invernale,2026-02-15,Manchester City,1246.8
Premier_League,2025/2026,Post-Invernale,2026-02-15,Arsenal FC,1191.0
Premier_League,2025/2026,Post-Invernale,2026-02-15,Chelsea FC,1145.8
Premier_League,2025/2026,Post-Invernale,2026-02-15,Liverpool FC,1010.0
Premier_League,2025/2026,Post-Invernale,2026-02-15,Tottenham Hotspur,808.5
Premier_League,2025/2026,Post-Invernale,2026-02-15,Manchester United,711.4
Premier_League,2025/2026,Post-Invernale,2026-02-15,Newcastle United,641.3
Premier_League,2025/2026,Post-Invernale,2026-02-15,Nottingham Forest,580.8
Premier_League,2025/2026,Post-Invernale,2026-02-15,Crystal Palace,575.0
Premier_League,2025/2026,Post-Invernale,2026-02-15,Aston Villa,540.8
Premier_League,2025/2026,Post-Invernale,2026-02-15,Brighton & Hove Albion,501.65
Premier_League,2025/2026,Post-Invernale,2026-02-15,Brentford FC,441.9
Premier_League,2025/2026,Post-Invernale,2026-02-15,AFC Bournemouth,422.95
Premier_League,2025/2026,Post-Invernale,2026-02-15,Everton FC,412.5
Premier_League,2025/2026,Post-Invernale,2026-02-15,West Ham United,394.8
Premier_League,2025/2026,Post-Invernale,2026-02-15,Sunderland AFC,349.88
Premier_League,2025/2026,Post-Invernale,2026-02-15,Fulham FC,332.75
Premier_League,2025/2026,Post-Invernale,2026-02-15,Wolverhampton Wanderers,332.25
Premier_League,2025/2026,Post-Invernale,2026-02-15,Leeds United,308.8
Premier_League,2025/2026,Post-Invernale,2026-02-15,Burnley FC,243.45
Serie_A,2022/2023,Post-Estivo,2022-09-15,Inter Milan,600.75
Serie_A,2022/2023,Post-Estivo,2022-09-15,AC Milan,555.4
Serie_A,2022/2023,Post-Estivo,2022-09-15,Juventus FC,496.0
Serie_A,2022/2023,Post-Estivo,2022-09-15,SSC Napoli,448.35
Serie_A,2022/2023,Post-Estivo,2022-09-15,Associazione Sportiva Roma,409.75
Serie_A,2022/2023,Post-Estivo,2022-09-15,Atalanta BC,322.8
Serie_A,2022/2023,Post-Estivo,2022-09-15,ACF Fiorentina,276.15
Serie_A,2022/2023,Post-Estivo,2022-09-15,Società Sportiva Lazio S.p.A.,270.7
Serie_A,2022/2023,Post-Estivo,2022-09-15,US Sassuolo,202.5
Serie_A,2022/2023,Post-Estivo,2022-09-15,Bologna Football Club 1909,137.5
Serie_A,2022/2023,Post-Estivo,2022-09-15,Torino FC,135.9
Serie_A,2022/2023,Post-Estivo,2022-09-15,AC Monza,125.1
Serie_A,2022/2023,Post-Estivo,2022-09-15,Udinese Calcio,115.03
Serie_A,2022/2023,Post-Estivo,2022-09-15,Hellas Verona,111.35
Serie_A,2022/2023,Post-Estivo,2022-09-15,US Salernitana 1919,102.15
Serie_A,2022/2023,Post-Estivo,2022-09-15,FC Empoli,89.95
Serie_A,2022/2023,Post-Estivo,2022-09-15,Spezia Calcio,89.8
Serie_A,2022/2023,Post-Estivo,2022-09-15,UC Sampdoria,84.55
Serie_A,2022/2023,Post-Estivo,2022-09-15,US Cremonese,76.08
Serie_A,2022/2023,Post-Estivo,2022-09-15,US Lecce,63.35
Serie_A,2022/2023,Post-Invernale,2023-02-15,AC Milan,573.9
Serie_A,2022/2023,Post-Invernale,2023-02-15,Inter Milan,553.65
Serie_A,2022/2023,Post-Invernale,2023-02-15,SSC Napoli,541.8
Serie_A,2022/2023,Post-Invernale,2023-02-15,Juventus FC,466.2
Serie_A,2022/2023,Post-Invernale,2023-02-15,Associazione Sportiva Roma,371.8
Serie_A,2022/2023,Post-Invernale,2023-02-15,Atalanta BC,315.35
Serie_A,2022/2023,Post-Invernale,2023-02-15,Società Sportiva Lazio S.p.A.,260.0
Serie_A,2022/2023,Post-Invernale,2023-02-15,ACF Fiorentina,246.75
Serie_A,2022/2023,Post-Invernale,2023-02-15,US Sassuolo,193.6
Serie_A,2022/2023,Post-Invernale,2023-02-15,Udinese Calcio,151.38
Serie_A,2022/2023,Post-Invernale,2023-02-15,Torino FC,139.2
Serie_A,2022/2023,Post-Invernale,2023-02-15,Bologna Football Club 1909,124.9
Serie_A,2022/2023,Post-Invernale,2023-02-15,AC Monza,112.4
Serie_A,2022/2023,Post-Invernale,2023-02-15,US Salernitana 1919,102.68
Serie_A,2022/2023,Post-Invernale,2023-02-15,Hellas Verona,99.8
Serie_A,2022/2023,Post-Invernale,2023-02-15,FC Empoli,92.1
Serie_A,2022/2023,Post-Invernale,2023-02-15,Spezia Calcio,84.3
Serie_A,2022/2023,Post-Invernale,2023-02-15,US Cremonese,74.95
Serie_A,2022/2023,Post-Invernale,2023-02-15,UC Sampdoria,73.4
Serie_A,2022/2023,Post-Invernale,2023-02-15,US Lecce,72.35
Serie_A,2023/2024,Post-Estivo,2023-09-15,SSC Napoli,558.0
Serie_A,2023/2024,Post-Estivo,2023-09-15,AC Milan,534.25
Serie_A,2023/2024,Post-Estivo,2023-09-15,Inter Milan,527.15
Serie_A,2023/2024,Post-Estivo,2023-09-15,Juventus FC,466.55
Serie_A,2023/2024,Post-Estivo,2023-09-15,Associazione Sportiva Roma,396.9
Serie_A,2023/2024,Post-Estivo,2023-09-15,Atalanta BC,304.45
Serie_A,2023/2024,Post-Estivo,2023-09-15,Società Sportiva Lazio S.p.A.,275.0
Serie_A,2023/2024,Post-Estivo,2023-09-15,ACF Fiorentina,239.85
Serie_A,2023/2024,Post-Estivo,2023-09-15,Torino FC,184.6
Serie_A,2023/2024,Post-Estivo,2023-09-15,Bologna Football Club 1909,180.85
Serie_A,2023/2024,Post-Estivo,2023-09-15,US Sassuolo,170.93
Serie_A,2023/2024,Post-Estivo,2023-09-15,Udinese Calcio,138.6
Serie_A,2023/2024,Post-Estivo,2023-09-15,Genoa CFC,130.18
Serie_A,2023/2024,Post-Estivo,2023-09-15,US Salernitana 1919,107.05
Serie_A,2023/2024,Post-Estivo,2023-09-15,AC Monza,97.7
Serie_A,2023/2024,Post-Estivo,2023-09-15,Hellas Verona,91.0
Serie_A,2023/2024,Post-Estivo,2023-09-15,FC Empoli,86.1
Serie_A,2023/2024,Post-Estivo,2023-09-15,US Lecce,75.1
Serie_A,2023/2024,Post-Estivo,2023-09-15,Cagliari Calcio,62.98
Serie_A,2023/2024,Post-Estivo,2023-09-15,Frosinone Calcio,59.45
Serie_A,2023/2024,Post-Invernale,2024-02-15,Inter Milan,589.65
Serie_A,2023/2024,Post-Invernale,2024-02-15,AC Milan,540.05
Serie_A,2023/2024,Post-Invernale,2024-02-15,SSC Napoli,518.0
Serie_A,2023/2024,Post-Invernale,2024-02-15,Juventus FC,473.1
Serie_A,2023/2024,Post-Invernale,2024-02-15,Associazione Sportiva Roma,339.0
Serie_A,2023/2024,Post-Invernale,2024-02-15,Atalanta BC,327.5
Serie_A,2023/2024,Post-Invernale,2024-02-15,ACF Fiorentina,247.0
Serie_A,2023/2024,Post-Invernale,2024-02-15,Società Sportiva Lazio S.p.A.,237.0
Serie_A,2023/2024,Post-Invernale,2024-02-15,Bologna Football Club 1909,227.05
Serie_A,2023/2024,Post-Invernale,2024-02-15,Torino FC,184.4
Serie_A,2023/2024,Post-Invernale,2024-02-15,US Sassuolo,167.8
Serie_A,2023/2024,Post-Invernale,2024-02-15,Udinese Calcio,141.1
Serie_A,2023/2024,Post-Invernale,2024-02-15,Genoa CFC,138.32
Serie_A,2023/2024,Post-Invernale,2024-02-15,AC Monza,111.2
Serie_A,2023/2024,Post-Invernale,2024-02-15,Frosinone Calcio,97.6
Serie_A,2023/2024,Post-Invernale,2024-02-15,US Salernitana 1919,92.5
Serie_A,2023/2024,Post-Invernale,2024-02-15,Hellas Verona,90.25
Serie_A,2023/2024,Post-Invernale,2024-02-15,US Lecce,88.8
Serie_A,2023/2024,Post-Invernale,2024-02-15,Cagliari Calcio,77.88
Serie_A,2023/2024,Post-Invernale,2024-02-15,FC Empoli,75.2
Serie_A,2024/2025,Post-Estivo,2024-09-15,Inter Milan,673.8
Serie_A,2024/2025,Post-Estivo,2024-09-15,AC Milan,670.03
Serie_A,2024/2025,Post-Estivo,2024-09-15,Juventus FC,581.95
Serie_A,2024/2025,Post-Estivo,2024-09-15,Atalanta BC,432.3
Serie_A,2024/2025,Post-Estivo,2024-09-15,Associazione Sportiva Roma,346.7
Serie_A,2024/2025,Post-Estivo,2024-09-15,ACF Fiorentina,302.2
Serie_A,2024/2025,Post-Estivo,2024-09-15,SSC Napoli,297.0
Serie_A,2024/2025,Post-Estivo,2024-09-15,Bologna Football Club 1909,278.4
Serie_A,2024/2025,Post-Estivo,2024-09-15,Società Sportiva Lazio S.p.A.,231.5
Serie_A,2024/2025,Post-Estivo,2024-09-15,Torino FC,157.9
Serie_A,2024/2025,Post-Estivo,2024-09-15,Udinese Calcio,142.95
Serie_A,2024/2025,Post-Estivo,2024-09-15,Genoa CFC,140.15
Serie_A,2024/2025,Post-Estivo,2024-09-15,Como 1907,114.2
Serie_A,2024/2025,Post-Estivo,2024-09-15,Parma Calcio 1913,112.65
Serie_A,2024/2025,Post-Estivo,2024-09-15,AC Monza,92.48
Serie_A,2024/2025,Post-Estivo,2024-09-15,US Lecce,90.2
Serie_A,2024/2025,Post-Estivo,2024-09-15,Hellas Verona,87.95
Serie_A,2024/2025,Post-Estivo,2024-09-15,Cagliari Calcio,74.22
Serie_A,2024/2025,Post-Estivo,2024-09-15,Venezia FC,67.33
Serie_A,2024/2025,Post-Estivo,2024-09-15,FC Empoli,66.83
Serie_A,2024/2025,Post-Invernale,2025-02-15,Inter Milan,676.3
Serie_A,2024/2025,Post-Invernale,2025-02-15,Juventus FC,627.0
Serie_A,2024/2025,Post-Invernale,2025-02-15,AC Milan,601.23
Serie_A,2024/2025,Post-Invernale,2025-02-15,Atalanta BC,497.3
Serie_A,2024/2025,Post-Invernale,2025-02-15,ACF Fiorentina,323.8
Serie_A,2024/2025,Post-Invernale,2025-02-15,Associazione Sportiva Roma,300.5
Serie_A,2024/2025,Post-Invernale,2025-02-15,SSC Napoli,289.0
Serie_A,2024/2025,Post-Invernale,2025-02-15,Società Sportiva Lazio S.p.A.,277.5
Serie_A,2024/2025,Post-Invernale,2025-02-15,Bologna Football Club 1909,276.4
Serie_A,2024/2025,Post-Invernale,2025-02-15,Torino FC,159.1
Serie_A,2024/2025,Post-Invernale,2025-02-15,Udinese Calcio,156.25
Serie_A,2024/2025,Post-Invernale,2025-02-15,Parma Calcio 1913,152.1
Serie_A,2024/2025,Post-Invernale,2025-02-15,Genoa CFC,148.2
Serie_A,2024/2025,Post-Invernale,2025-02-15,Como 1907,119.65
Serie_A,2024/2025,Post-Invernale,2025-02-15,Hellas Verona,97.75
Serie_A,2024/2025,Post-Invernale,2025-02-15,US Lecce,94.8
Serie_A,2024/2025,Post-Invernale,2025-02-15,FC Empoli,87.35
Serie_A,2024/2025,Post-Invernale,2025-02-15,AC Monza,84.08
Serie_A,2024/2025,Post-Invernale,2025-02-15,Cagliari Calcio,73.97
Serie_A,2024/2025,Post-Invernale,2025-02-15,Venezia FC,71.95
Serie_A,2025/2026,Post-Estivo,2025-09-15,Inter Milan,732.15
Serie_A,2025/2026,Post-Estivo,2025-09-15,Juventus FC,602.5
Serie_A,2025/2026,Post-Estivo,2025-09-15,AC Milan,491.3
Serie_A,2025/2026,Post-Estivo,2025-09-15,SSC Napoli,474.9
Serie_A,2025/2026,Post-Estivo,2025-09-15,Associazione Sportiva Roma,380.65
Serie_A,2025/2026,Post-Estivo,2025-09-15,Atalanta BC,361.3
Serie_A,2025/2026,Post-Estivo,2025-09-15,ACF Fiorentina,310.13
Serie_A,2025/2026,Post-Estivo,2025-09-15,Società Sportiva Lazio S.p.A.,304.65
Serie_A,2025/2026,Post-Estivo,2025-09-15,Bologna Football Club 1909,245.0
Serie_A,2025/2026,Post-Estivo,2025-09-15,Como 1907,235.3
Serie_A,2025/2026,Post-Estivo,2025-09-15,Genoa CFC,152.55
Serie_A,2025/2026,Post-Estivo,2025-09-15,Torino FC,152.3
Serie_A,2025/2026,Post-Estivo,2025-09-15,Parma Calcio 1913,144.68
Serie_A,2025/2026,Post-Estivo,2025-09-15,Udinese Calcio,142.9
Serie_A,2025/2026,Post-Estivo,2025-09-15,US Sassuolo,137.3
Serie_A,2025/2026,Post-Estivo,2025-09-15,Pisa Sporting Club,116.2
Serie_A,2025/2026,Post-Estivo,2025-09-15,Cagliari Calcio,105.53
Serie_A,2025/2026,Post-Estivo,2025-09-15,Hellas Verona,93.0
Serie_A,2025/2026,Post-Estivo,2025-09-15,US Cremonese,77.35
Serie_A,2025/2026,Post-Estivo,2025-09-15,US Lecce,72.05
Serie_A,2025/2026,Post-Invernale,2026-02-15,Inter Milan,691.25
Serie_A,2025/2026,Post-Invernale,2026-02-15,Juventus FC,578.0
Serie_A,2025/2026,Post-Invernale,2026-02-15,AC Milan,511.0
Serie_A,2025/2026,Post-Invernale,2026-02-15,SSC Napoli,444.9
Serie_A,2025/2026,Post-Invernale,2026-02-15,Associazione Sportiva Roma,408.5
Serie_A,2025/2026,Post-Invernale,2026-02-15,Atalanta BC,355.5
Serie_A,2025/2026,Post-Invernale,2026-02-15,Como 1907,314.5
Serie_A,2025/2026,Post-Invernale,2026-02-15,Società Sportiva Lazio S.p.A.,274.75
Serie_A,2025/2026,Post-Invernale,2026-02-15,Bologna Football Club 1909,266.7
Serie_A,2025/2026,Post-Invernale,2026-02-15,ACF Fiorentina,260.05
Serie_A,2025/2026,Post-Invernale,2026-02-15,Udinese Calcio,158.05
Serie_A,2025/2026,Post-Invernale,2026-02-15,US Sassuolo,156.45
Serie_A,2025/2026,Post-Invernale,2026-02-15,Genoa CFC,155.8
Serie_A,2025/2026,Post-Invernale,2026-02-15,Parma Calcio 1913,154.9
Serie_A,2025/2026,Post-Invernale,2026-02-15,Cagliari Calcio,140.25
Serie_A,2025/2026,Post-Invernale,2026-02-15,Torino FC,133.4
Serie_A,2025/2026,Post-Invernale,2026-02-15,Pisa Sporting Club,120.5
Serie_A,2025/2026,Post-Invernale,2026-02-15,Hellas Verona,100.4
Serie_A,2025/2026,Post-Invernale,2026-02-15,US Lecce,91.7
Serie_A,2025/2026,Post-Invernale,2026-02-15,US Cremonese,78.15
