Lega,Stagione,Periodo,Data_Rilevazione,Squadra,Valore_Mercato_Mln
La_Liga,2025/2026,Post-Estivo,2025-09-15,RCD Mallorca,122.05
La_Liga,2025/2026,Post-Estivo,2025-09-15,Real Valladolid CF,117.18
La_Liga,2025/2026,Post-Estivo,2025-09-15,Rayo Vallecano,102.28
La_Liga,2025/2026,Post-Estivo,2025-09-15,UD Almería,91.28
La_Liga,2025/2026,Post-Estivo,2025-09-15,CD Leganés,85.29
La_Liga,2025/2026,Post-Estivo,2025-09-15,Elche CF,74.72
La_Liga,2025/2026,Post-Estivo,2025-09-15,Cádiz CF,64.85
La_Liga,2025/2026,Post-Estivo,2025-09-15,Levante UD,60.73
La_Liga,2025/2026,Post-Estivo,2025-09-15,SD Eibar,37.55
La_Liga,2025/2026,Post-Estivo,2025-09-15,Real Zaragoza,33.83
La_Liga,2025/2026,Post-Estivo,2025-09-15,Deportivo de La Coruña,32.6
La_Liga,2025/2026,Post-Estivo,2025-09-15,Real Oviedo,31.15
La_Liga,2025/2026,Post-Estivo,2025-09-15,Sporting Gijón,27.95
La_Liga,2025/2026,Post-Estivo,2025-09-15,Málaga CF,27.21
La_Liga,2025/2026,Post-Estivo,2025-09-15,SD Huesca,26.95
La_Liga,2025/2026,Post-Estivo,2025-09-15,Córdoba CF,9.85
La_Liga,2025/2026,Post-Invernale,2026-02-15,Real Madrid,1435.83
La_Liga,2025/2026,Post-Invernale,2026-02-15,FC Barcelona,1296.68
La_Liga,2025/2026,Post-Invernale,2026-02-15,Atlético de Madrid,746.6
La_Liga,2025/2026,Post-Invernale,2026-02-15,Athletic Bilbao,345.88
La_Liga,2025/2026,Post-Invernale,2026-02-15,Real Betis Balompié,323.15
La_Liga,2025/2026,Post-Invernale,2026-02-15,Sevilla FC,311.88
La_Liga,2025/2026,Post-Invernale,2026-02-15,Villarreal CF,308.9
La_Liga,2025/2026,Post-Invernale,2026-02-15,Real Sociedad,278.63
La_Liga,2025/2026,Post-Invernale,2026-02-15,Celta de Vigo,234.65
La_Liga,2025/2026,Post-Invernale,2026-02-15,Valencia CF,231.93
La_Liga,2025/2026,Post-Invernale,2026-02-15,Girona FC,181.1
La_Liga,2025/2026,Post-Invernale,2026-02-15,RCD Espanyol Barcelona,172.05
La_Liga,2025/2026,Post-Invernale,2026-02-15,Deportivo Alavés,158.32
La_Liga,2025/2026,Post-Invernale,2026-02-15,Elche CF,151.93
La_Liga,2025/2026,Post-Invernale,2026-02-15,Rayo Vallecano,134.18
La_Liga,2025/2026,Post-Invernale,2026-02-15,Getafe CF,130.25
La_Liga,2025/2026,Post-Invernale,2026-02-15,RCD Mallorca,128.45
La_Liga,2025/2026,Post-Invernale,2026-02-15,Levante UD,126.43
La_Liga,2025/2026,Post-Invernale,2026-02-15,CA Osasuna,118.26
La_Liga,2025/2026,Post-Invernale,2026-02-15,Real Valladolid CF,108.28
La_Liga,2025/2026,Post-Invernale,2026-02-15,Granada CF,106.2
La_Liga,2025/2026,Post-Invernale,2026-02-15,UD Almería,87.48
La_Liga,2025/2026,Post-Invernale,2026-02-15,CD Leganés,72.29
La_Liga,2025/2026,Post-Invernale,2026-02-15,Cádiz CF,65.85
La_Liga,2025/2026,Post-Invernale,2026-02-15,Real Oviedo,65.35
La_Liga,2025/2026,Post-Invernale,2026-02-15,UD Las Palmas,62.85
La_Liga,2025/2026,Post-Invernale,2026-02-15,SD Eibar,36.55
La_Liga,2025/2026,Post-Invernale,2026-02-15,Deportivo de La Coruña,33.7
La_Liga,2025/2026,Post-Invernale,2026-02-15,Sporting Gijón,31.95
La_Liga,2025/2026,Post-Invernale,2026-02-15,Real Zaragoza,31.53
La_Liga,2025/2026,Post-Invernale,2026-02-15,SD Huesca,28.05
La_Liga,2025/2026,Post-Invernale,2026-02-15,Málaga CF,27.11
La_Liga,2025/2026,Post-Invernale,2026-02-15,Córdoba CF,9.65
Ligue_1,2022/2023,Post-Estivo,2022-09-15,Paris Saint-Germain,799.2
Ligue_1,2022/2023,Post-Estivo,2022-09-15,AS Monaco,417.23
Ligue_1,2022/2023,Post-Estivo,2022-09-15,OGC Nice,297.6
Ligue_1,2022/2023,Post-Estivo,2022-09-15,Olympique Marseille,290.8
Ligue_1,2022/2023,Post-Estivo,2022-09-15,Olympique Lyon,287.38
Ligue_1,2022/2023,Post-Estivo,2022-09-15,Stade Rennais FC,284.77
Ligue_1,2022/2023,Post-Estivo,2022-09-15,LOSC Lille,229.75
Ligue_1,2022/2023,Post-Estivo,2022-09-15,FC Nantes,161.95
Ligue_1,2022/2023,Post-Estivo,2022-09-15,Stade Reims,149.88
Ligue_1,2022/2023,Post-Estivo,2022-09-15,RC Lens,144.25
Ligue_1,2022/2023,Post-Estivo,2022-09-15,RC Strasbourg Alsace,135.85
Ligue_1,2022/2023,Post-Estivo,2022-09-15,AS Saint-Étienne,127.5
Ligue_1,2022/2023,Post-Estivo,2022-09-15,Montpellier HSC,124.08
Ligue_1,2022/2023,Post-Estivo,2022-09-15,FC Girondins Bordeaux,112.43
Ligue_1,2022/2023,Post-Estivo,2022-09-15,Angers SCO,107.0
Ligue_1,2022/2023,Post-Estivo,2022-09-15,FC Metz,106.2
Ligue_1,2022/2023,Post-Estivo,2022-09-15,Stade Brestois 29,103.45
Ligue_1,2022/2023,Post-Estivo,2022-09-15,ESTAC Troyes,85.5
Ligue_1,2022/2023,Post-Estivo,2022-09-15,FC Lorient,80.2
Ligue_1,2022/2023,Post-Estivo,2022-09-15,FC Toulouse,77.94
Ligue_1,2022/2023,Post-Estivo,2022-09-15,Dijon FCO,52.55
Ligue_1,2022/2023,Post-Estivo,2022-09-15,Clermont Foot 63,51.88
Ligue_1,2022/2023,Post-Estivo,2022-09-15,Amiens SC,45.63
Ligue_1,2022/2023,Post-Estivo,2022-09-15,Nîmes Olympique,37.4
Ligue_1,2022/2023,Post-Estivo,2022-09-15,AC Ajaccio,36.48
Ligue_1,2022/2023,Post-Estivo,2022-09-15,EA Guingamp,34.59
Ligue_1,2022/2023,Post-Estivo,2022-09-15,SM Caen,32.58
Ligue_1,2022/2023,Post-Estivo,2022-09-15,AJ Auxerre,29.68
Ligue_1,2022/2023,Post-Estivo,2022-09-15,Le Havre AC,25.35
Ligue_1,2022/2023,Post-Estivo,2022-09-15,SC Bastia,21.58
Ligue_1,2022/2023,Post-Estivo,2022-09-15,FC Sochaux-Montbéliard,18.4
Ligue_1,2022/2023,Post-Estivo,2022-09-15,Valenciennes FC,15.03
Ligue_1,2022/2023,Post-Estivo,2022-09-15,Paris FC,14.75
Ligue_1,2022/2023,Post-Estivo,2022-09-15,Thonon Évian Grand Genève FC,13.38
Ligue_1,2022/2023,Post-Estivo,2022-09-15,AS Nancy-Lorraine,12.68
Ligue_1,2022/2023,Post-Estivo,2022-09-15,GFC Ajaccio,5.25
Ligue_1,2022/2023,Post-Invernale,2023-02-15,Paris Saint-Germain,955.85
Ligue_1,2022/2023,Post-Invernale,2023-02-15,AS Monaco,400.58
Ligue_1,2022/2023,Post-Invernale,2023-02-15,Stade Rennais FC,349.0
Ligue_1,2022/2023,Post-Invernale,2023-02-15,Olympique Marseille,325.63
Ligue_1,2022/2023,Post-Invernale,2023-02-15,Olympique Lyon,280.18
Ligue_1,2022/2023,Post-Invernale,2023-02-15,OGC Nice,276.55
Ligue_1,2022/2023,Post-Invernale,2023-02-15,LOSC Lille,233.6
Ligue_1,2022/2023,Post-Invernale,2023-02-15,RC Lens,171.0
Ligue_1,2022/2023,Post-Invernale,2023-02-15,FC Nantes,160.03
Ligue_1,2022/2023,Post-Invernale,2023-02-15,Montpellier HSC,130.85
Ligue_1,2022/2023,Post-Invernale,2023-02-15,Stade Reims,123.58
Ligue_1,2022/2023,Post-Invernale,2023-02-15,RC Strasbourg Alsace,116.4
Ligue_1,2022/2023,Post-Invernale,2023-02-15,FC Lorient,111.25
Ligue_1,2022/2023,Post-Invernale,2023-02-15,AS Saint-Étienne,106.98
Ligue_1,2022/2023,Post-Invernale,2023-02-15,Angers SCO,106.43
Ligue_1,2022/2023,Post-Invernale,2023-02-15,ESTAC Troyes,96.8
Ligue_1,2022/2023,Post-Invernale,2023-02-15,FC Toulouse,88.71
Ligue_1,2022/2023,Post-Invernale,2023-02-15,Stade Brestois 29,86.43
Ligue_1,2022/2023,Post-Invernale,2023-02-15,FC Girondins Bordeaux,79.93
Ligue_1,2022/2023,Post-Invernale,2023-02-15,FC Metz,72.58
Ligue_1,2022/2023,Post-Invernale,2023-02-15,Dijon FCO,49.35
Ligue_1,2022/2023,Post-Invernale,2023-02-15,Amiens SC,44.9
Ligue_1,2022/2023,Post-Invernale,2023-02-15,Clermont Foot 63,43.3
Ligue_1,2022/2023,Post-Invernale,2023-02-15,AJ Auxerre,38.88
Ligue_1,2022/2023,Post-Invernale,2023-02-15,EA Guingamp,34.91
Ligue_1,2022/2023,Post-Invernale,2023-02-15,AC Ajaccio,34.65
Ligue_1,2022/2023,Post-Invernale,2023-02-15,Nîmes Olympique,32.23
Ligue_1,2022/2023,Post-Invernale,2023-02-15,SM Caen,27.88
Ligue_1,2022/2023,Post-Invernale,2023-02-15,SC Bastia,23.1
Ligue_1,2022/2023,Post-Invernale,2023-02-15,Le Havre AC,21.9
Ligue_1,2022/2023,Post-Invernale,2023-02-15,FC Sochaux-Montbéliard,19.6
Ligue_1,2022/2023,Post-Invernale,2023-02-15,Paris FC,16.4
Ligue_1,2022/2023,Post-Invernale,2023-02-15,Valenciennes FC,14.63
Ligue_1,2022/2023,Post-Invernale,2023-02-15,Thonon Évian Grand Genève FC,13.23
Ligue_1,2022/2023,Post-Invernale,2023-02-15,AS Nancy-Lorraine,12.38
Ligue_1,2022/2023,Post-Invernale,2023-02-15,GFC Ajaccio,5.35
Ligue_1,2023/2024,Post-Estivo,2023-09-15,Paris Saint-Germain,842.0
Ligue_1,2023/2024,Post-Estivo,2023-09-15,AS Monaco,364.15
Ligue_1,2023/2024,Post-Estivo,2023-09-15,Stade Rennais FC,341.65
Ligue_1,2023/2024,Post-Estivo,2023-09-15,Olympique Marseille,341.2
Ligue_1,2023/2024,Post-Estivo,2023-09-15,OGC Nice,306.3
Ligue_1,2023/2024,Post-Estivo,2023-09-15,Olympique Lyon,295.63
Ligue_1,2023/2024,Post-Estivo,2023-09-15,LOSC Lille,278.98
Ligue_1,2023/2024,Post-Estivo,2023-09-15,RC Lens,238.75
Ligue_1,2023/2024,Post-Estivo,2023-09-15,FC Nantes,175.68
Ligue_1,2023/2024,Post-Estivo,2023-09-15,Stade Reims,151.23
Ligue_1,2023/2024,Post-Estivo,2023-09-15,Montpellier HSC,149.98
Ligue_1,2023/2024,Post-Estivo,2023-09-15,FC Toulouse,127.64
Ligue_1,2023/2024,Post-Estivo,2023-09-15,FC Lorient,123.95
Ligue_1,2023/2024,Post-Estivo,2023-09-15,AS Saint-Étienne,113.5
Ligue_1,2023/2024,Post-Estivo,2023-09-15,RC Strasbourg Alsace,111.9
Ligue_1,2023/2024,Post-Estivo,2023-09-15,ESTAC Troyes,102.7
Ligue_1,2023/2024,Post-Estivo,2023-09-15,FC Girondins Bordeaux,91.18
Ligue_1,2023/2024,Post-Estivo,2023-09-15,Stade Brestois 29,84.3
Ligue_1,2023/2024,Post-Estivo,2023-09-15,Angers SCO,81.08
Ligue_1,2023/2024,Post-Estivo,2023-09-15,FC Metz,76.93
Ligue_1,2023/2024,Post-Estivo,2023-09-15,AJ Auxerre,58.68
Ligue_1,2023/2024,Post-Estivo,2023-09-15,Clermont Foot 63,53.0
Ligue_1,2023/2024,Post-Estivo,2023-09-15,Amiens SC,48.55
Ligue_1,2023/2024,Post-Estivo,2023-09-15,Dijon FCO,43.75
Ligue_1,2023/2024,Post-Estivo,2023-09-15,EA Guingamp,38.66
Ligue_1,2023/2024,Post-Estivo,2023-09-15,Le Havre AC,37.1
Ligue_1,2023/2024,Post-Estivo,2023-09-15,AC Ajaccio,32.85
Ligue_1,2023/2024,Post-Estivo,2023-09-15,Nîmes Olympique,31.1
Ligue_1,2023/2024,Post-Estivo,2023-09-15,SM Caen,28.85
Ligue_1,2023/2024,Post-Estivo,2023-09-15,SC Bastia,24.63
Ligue_1,2023/2024,Post-Estivo,2023-09-15,FC Sochaux-Montbéliard,23.9
Ligue_1,2023/2024,Post-Estivo,2023-09-15,Paris FC,16.25
Ligue_1,2023/2024,Post-Estivo,2023-09-15,Valenciennes FC,15.58
Ligue_1,2023/2024,Post-Estivo,2023-09-15,Thonon Évian Grand Genève FC,13.1
Ligue_1,2023/2024,Post-Estivo,2023-09-15,AS Nancy-Lorraine,12.25
Ligue_1,2023/2024,Post-Estivo,2023-09-15,GFC Ajaccio,5.25
Ligue_1,2023/2024,Post-Invernale,2024-02-15,Paris Saint-Germain,1206.9
Ligue_1,2023/2024,Post-Invernale,2024-02-15,AS Monaco,400.05
Ligue_1,2023/2024,Post-Invernale,2024-02-15,Olympique Marseille,354.65
Ligue_1,2023/2024,Post-Invernale,2024-02-15,OGC Nice,350.9
Ligue_1,2023/2024,Post-Invernale,2024-02-15,Stade Rennais FC,306.55
Ligue_1,2023/2024,Post-Invernale,2024-02-15,RC Lens,272.5
Ligue_1,2023/2024,Post-Invernale,2024-02-15,LOSC Lille,267.18
Ligue_1,2023/2024,Post-Invernale,2024-02-15,Olympique Lyon,226.53
Ligue_1,2023/2024,Post-Invernale,2024-02-15,FC Nantes,189.98
Ligue_1,2023/2024,Post-Invernale,2024-02-15,Stade Reims,170.28
Ligue_1,2023/2024,Post-Invernale,2024-02-15,RC Strasbourg Alsace,165.03
Ligue_1,2023/2024,Post-Invernale,2024-02-15,FC Lorient,136.8
Ligue_1,2023/2024,Post-Invernale,2024-02-15,FC Toulouse,130.91
Ligue_1,2023/2024,Post-Invernale,2024-02-15,Montpellier HSC,122.95
Ligue_1,2023/2024,Post-Invernale,2024-02-15,Stade Brestois 29,105.08
Ligue_1,2023/2024,Post-Invernale,2024-02-15,AS Saint-Étienne,103.65
Ligue_1,2023/2024,Post-Invernale,2024-02-15,FC Metz,97.95
Ligue_1,2023/2024,Post-Invernale,2024-02-15,FC Girondins Bordeaux,82.8
Ligue_1,2023/2024,Post-Invernale,2024-02-15,ESTAC Troyes,76.21
Ligue_1,2023/2024,Post-Invernale,2024-02-15,Angers SCO,73.68
Ligue_1,2023/2024,Post-Invernale,2024-02-15,Le Havre AC,71.9
Ligue_1,2023/2024,Post-Invernale,2024-02-15,Clermont Foot 63,60.4
Ligue_1,2023/2024,Post-Invernale,2024-02-15,Amiens SC,46.05
Ligue_1,2023/2024,Post-Invernale,2024-02-15,AJ Auxerre,43.53
Ligue_1,2023/2024,Post-Invernale,2024-02-15,Dijon FCO,40.25
Ligue_1,2023/2024,Post-Invernale,2024-02-15,EA Guingamp,33.86
Ligue_1,2023/2024,Post-Invernale,2024-02-15,AC Ajaccio,32.6
Ligue_1,2023/2024,Post-Invernale,2024-02-15,SM Caen,27.8
Ligue_1,2023/2024,Post-Invernale,2024-02-15,Nîmes Olympique,25.3
Ligue_1,2023/2024,Post-Invernale,2024-02-15,SC Bastia,23.13
Ligue_1,2023/2024,Post-Invernale,2024-02-15,Paris FC,17.9
Ligue_1,2023/2024,Post-Invernale,2024-02-15,FC Sochaux-Montbéliard,14.8
Ligue_1,2023/2024,Post-Invernale,2024-02-15,Thonon Évian Grand Genève FC,13.1
Ligue_1,2023/2024,Post-Invernale,2024-02-15,Valenciennes FC,12.68
Ligue_1,2023/2024,Post-Invernale,2024-02-15,AS Nancy-Lorraine,10.1
Ligue_1,2023/2024,Post-Invernale,2024-02-15,GFC Ajaccio,5.25
Ligue_1,2024/2025,Post-Estivo,2024-09-15,Paris Saint-Germain,1172.15
Ligue_1,2024/2025,Post-Estivo,2024-09-15,AS Monaco,432.05
Ligue_1,2024/2025,Post-Estivo,2024-09-15,OGC Nice,349.15
Ligue_1,2024/2025,Post-Estivo,2024-09-15,Olympique Marseille,345.4
Ligue_1,2024/2025,Post-Estivo,2024-09-15,Olympique Lyon,319.52
Ligue_1,2024/2025,Post-Estivo,2024-09-15,LOSC Lille,318.88
Ligue_1,2024/2025,Post-Estivo,2024-09-15,Stade Rennais FC,307.4
Ligue_1,2024/2025,Post-Estivo,2024-09-15,RC Lens,254.25
Ligue_1,2024/2025,Post-Estivo,2024-09-15,FC Nantes,193.38
Ligue_1,2024/2025,Post-Estivo,2024-09-15,RC Strasbourg Alsace,175.58
Ligue_1,2024/2025,Post-Estivo,2024-09-15,FC Toulouse,163.21
Ligue_1,2024/2025,Post-Estivo,2024-09-15,Stade Reims,159.28
Ligue_1,2024/2025,Post-Estivo,2024-09-15,Stade Brestois 29,135.63
Ligue_1,2024/2025,Post-Estivo,2024-09-15,FC Lorient,135.1
Ligue_1,2024/2025,Post-Estivo,2024-09-15,Montpellier HSC,124.15
Ligue_1,2024/2025,Post-Estivo,2024-09-15,AS Saint-Étienne,110.1
Ligue_1,2024/2025,Post-Estivo,2024-09-15,FC Metz,90.65
Ligue_1,2024/2025,Post-Estivo,2024-09-15,FC Girondins Bordeaux,83.65
Ligue_1,2024/2025,Post-Estivo,2024-09-15,Le Havre AC,81.9
Ligue_1,2024/2025,Post-Estivo,2024-09-15,ESTAC Troyes,74.31
Ligue_1,2024/2025,Post-Estivo,2024-09-15,Angers SCO,73.33
Ligue_1,2024/2025,Post-Estivo,2024-09-15,Clermont Foot 63,61.05
Ligue_1,2024/2025,Post-Estivo,2024-09-15,Amiens SC,48.65
Ligue_1,2024/2025,Post-Estivo,2024-09-15,AJ Auxerre,44.78
Ligue_1,2024/2025,Post-Estivo,2024-09-15,EA Guingamp,33.61
Ligue_1,2024/2025,Post-Estivo,2024-09-15,SM Caen,33.05
Ligue_1,2024/2025,Post-Estivo,2024-09-15,AC Ajaccio,32.3
Ligue_1,2024/2025,Post-Estivo,2024-09-15,Dijon FCO,27.45
Ligue_1,2024/2025,Post-Estivo,2024-09-15,Nîmes Olympique,25.35
Ligue_1,2024/2025,Post-Estivo,2024-09-15,SC Bastia,23.73
Ligue_1,2024/2025,Post-Estivo,2024-09-15,Paris FC,20.3
Ligue_1,2024/2025,Post-Estivo,2024-09-15,Valenciennes FC,14.98
Ligue_1,2024/2025,Post-Estivo,2024-09-15,FC Sochaux-Montbéliard,14.8
Ligue_1,2024/2025,Post-Estivo,2024-09-15,Thonon Évian Grand Genève FC,13.1
Ligue_1,2024/2025,Post-Estivo,2024-09-15,AS Nancy-Lorraine,10.15
Ligue_1,2024/2025,Post-Estivo,2024-09-15,GFC Ajaccio,5.25
Ligue_1,2024/2025,Post-Invernale,2025-02-15,Paris Saint-Germain,1028.65
Ligue_1,2024/2025,Post-Invernale,2025-02-15,AS Monaco,456.55
Ligue_1,2024/2025,Post-Invernale,2025-02-15,Olympique Marseille,424.2
Ligue_1,2024/2025,Post-Invernale,2025-02-15,LOSC Lille,348.43
Ligue_1,2024/2025,Post-Invernale,2025-02-15,Olympique Lyon,316.93
Ligue_1,2024/2025,Post-Invernale,2025-02-15,OGC Nice,305.68
Ligue_1,2024/2025,Post-Invernale,2025-02-15,RC Strasbourg Alsace,270.27
Ligue_1,2024/2025,Post-Invernale,2025-02-15,Stade Rennais FC,248.2
Ligue_1,2024/2025,Post-Invernale,2025-02-15,RC Lens,243.35
Ligue_1,2024/2025,Post-Invernale,2025-02-15,FC Nantes,204.38
Ligue_1,2024/2025,Post-Invernale,2025-02-15,Stade Reims,183.38
Ligue_1,2024/2025,Post-Invernale,2025-02-15,Stade Brestois 29,148.93
Ligue_1,2024/2025,Post-Invernale,2025-02-15,FC Toulouse,140.31
Ligue_1,2024/2025,Post-Invernale,2025-02-15,AS Saint-Étienne,124.7
Ligue_1,2024/2025,Post-Invernale,2025-02-15,Montpellier HSC,113.8
Ligue_1,2024/2025,Post-Invernale,2025-02-15,FC Lorient,107.0
Ligue_1,2024/2025,Post-Invernale,2025-02-15,Le Havre AC,83.55
Ligue_1,2024/2025,Post-Invernale,2025-02-15,FC Metz,83.5
Ligue_1,2024/2025,Post-Invernale,2025-02-15,Angers SCO,82.13
Ligue_1,2024/2025,Post-Invernale,2025-02-15,AJ Auxerre,74.4
Ligue_1,2024/2025,Post-Invernale,2025-02-15,FC Girondins Bordeaux,74.25
Ligue_1,2024/2025,Post-Invernale,2025-02-15,ESTAC Troyes,68.46
Ligue_1,2024/2025,Post-Invernale,2025-02-15,Amiens SC,46.85
Ligue_1,2024/2025,Post-Invernale,2025-02-15,Clermont Foot 63,45.6
Ligue_1,2024/2025,Post-Invernale,2025-02-15,EA Guingamp,35.86
Ligue_1,2024/2025,Post-Invernale,2025-02-15,AC Ajaccio,31.8
Ligue_1,2024/2025,Post-Invernale,2025-02-15,SM Caen,31.75
Ligue_1,2024/2025,Post-Invernale,2025-02-15,Paris FC,30.35
Ligue_1,2024/2025,Post-Invernale,2025-02-15,Dijon FCO,26.25
Ligue_1,2024/2025,Post-Invernale,2025-02-15,Nîmes Olympique,25.6
Ligue_1,2024/2025,Post-Invernale,2025-02-15,SC Bastia,22.73
Ligue_1,2024/2025,Post-Invernale,2025-02-15,Valenciennes FC,14.93
Ligue_1,2024/2025,Post-Invernale,2025-02-15,FC Sochaux-Montbéliard,14.85
Ligue_1,2024/2025,Post-Invernale,2025-02-15,Thonon Évian Grand Genève FC,13.1
Ligue_1,2024/2025,Post-Invernale,2025-02-15,AS Nancy-Lorraine,10.55
Ligue_1,2024/2025,Post-Invernale,2025-02-15,GFC Ajaccio,5.25
Ligue_1,2025/2026,Post-Estivo,2025-09-15,Paris Saint-Germain,1233.65
Ligue_1,2025/2026,Post-Estivo,2025-09-15,AS Monaco,476.35
Ligue_1,2025/2026,Post-Estivo,2025-09-15,Olympique Marseille,429.9
Ligue_1,2025/2026,Post-Estivo,2025-09-15,LOSC Lille,380.93
Ligue_1,2025/2026,Post-Estivo,2025-09-15,Olympique Lyon,335.73
Ligue_1,2025/2026,Post-Estivo,2025-09-15,RC Strasbourg Alsace,311.18
Ligue_1,2025/2026,Post-Estivo,2025-09-15,OGC Nice,308.02
Ligue_1,2025/2026,Post-Estivo,2025-09-15,Stade Rennais FC,285.55
Ligue_1,2025/2026,Post-Estivo,2025-09-15,FC Nantes,219.88
Ligue_1,2025/2026,Post-Estivo,2025-09-15,RC Lens,182.45
Ligue_1,2025/2026,Post-Estivo,2025-09-15,Stade Reims,160.28
Ligue_1,2025/2026,Post-Estivo,2025-09-15,FC Toulouse,158.06
Ligue_1,2025/2026,Post-Estivo,2025-09-15,Stade Brestois 29,134.13
Ligue_1,2025/2026,Post-Estivo,2025-09-15,AS Saint-Étienne,124.65
Ligue_1,2025/2026,Post-Estivo,2025-09-15,FC Lorient,119.3
Ligue_1,2025/2026,Post-Estivo,2025-09-15,FC Metz,100.6
Ligue_1,2025/2026,Post-Estivo,2025-09-15,AJ Auxerre,96.2
Ligue_1,2025/2026,Post-Estivo,2025-09-15,Angers SCO,95.03
Ligue_1,2025/2026,Post-Estivo,2025-09-15,Montpellier HSC,89.65
Ligue_1,2025/2026,Post-Estivo,2025-09-15,Le Havre AC,87.35
Ligue_1,2025/2026,Post-Estivo,2025-09-15,ESTAC Troyes,77.21
Ligue_1,2025/2026,Post-Estivo,2025-09-15,FC Girondins Bordeaux,74.35
Ligue_1,2025/2026,Post-Estivo,2025-09-15,Amiens SC,47.75
Ligue_1,2025/2026,Post-Estivo,2025-09-15,Clermont Foot 63,44.55
Ligue_1,2025/2026,Post-Estivo,2025-09-15,Paris FC,43.65
Ligue_1,2025/2026,Post-Estivo,2025-09-15,EA Guingamp,42.81
Ligue_1,2025/2026,Post-Estivo,2025-09-15,AC Ajaccio,33.5
Ligue_1,2025/2026,Post-Estivo,2025-09-15,SM Caen,26.85
Ligue_1,2025/2026,Post-Estivo,2025-09-15,Dijon FCO,26.7
Ligue_1,2025/2026,Post-Estivo,2025-09-15,Nîmes Olympique,24.95
Ligue_1,2025/2026,Post-Estivo,2025-09-15,SC Bastia,24.03
Ligue_1,2025/2026,Post-Estivo,2025-09-15,FC Sochaux-Montbéliard,15.25
Ligue_1,2025/2026,Post-Estivo,2025-09-15,Valenciennes FC,14.68
Ligue_1,2025/2026,Post-Estivo,2025-09-15,Thonon Évian Grand Genève FC,13.1
Ligue_1,2025/2026,Post-Estivo,2025-09-15,AS Nancy-Lorraine,10.9
Ligue_1,2025/2026,Post-Estivo,2025-09-15,GFC Ajaccio,5.25
Ligue_1,2025/2026,Post-Invernale,2026-02-15,Paris Saint-Germain,1379.15
Ligue_1,2025/2026,Post-Invernale,2026-02-15,Olympique Marseille,552.5
Ligue_1,2025/2026,Post-Invernale,2026-02-15,AS Monaco,436.35
Ligue_1,2025/2026,Post-Invernale,2026-02-15,RC Strasbourg Alsace,369.23
Ligue_1,2025/2026,Post-Invernale,2026-02-15,Olympique Lyon,300.68
Ligue_1,2025/2026,Post-Invernale,2026-02-15,LOSC Lille,297.63
Ligue_1,2025/2026,Post-Invernale,2026-02-15,Stade Rennais FC,284.25
Ligue_1,2025/2026,Post-Invernale,2026-02-15,OGC Nice,258.33
Ligue_1,2025/2026,Post-Invernale,2026-02-15,FC Nantes,239.08
Ligue_1,2025/2026,Post-Invernale,2026-02-15,FC Toulouse,171.26
Ligue_1,2025/2026,Post-Invernale,2026-02-15,RC Lens,160.5
Ligue_1,2025/2026,Post-Invernale,2026-02-15,Stade Reims,146.6
Ligue_1,2025/2026,Post-Invernale,2026-02-15,FC Lorient,133.4
Ligue_1,2025/2026,Post-Invernale,2026-02-15,AS Saint-Étienne,128.9
Ligue_1,2025/2026,Post-Invernale,2026-02-15,Stade Brestois 29,128.38
Ligue_1,2025/2026,Post-Invernale,2026-02-15,FC Metz,116.1
Ligue_1,2025/2026,Post-Invernale,2026-02-15,Angers SCO,110.53
Ligue_1,2025/2026,Post-Invernale,2026-02-15,AJ Auxerre,104.0
Ligue_1,2025/2026,Post-Invernale,2026-02-15,Paris FC,95.75
Ligue_1,2025/2026,Post-Invernale,2026-02-15,Le Havre AC,92.25
Ligue_1,2025/2026,Post-Invernale,2026-02-15,FC Girondins Bordeaux,73.95
Ligue_1,2025/2026,Post-Invernale,2026-02-15,Montpellier HSC,73.1
Ligue_1,2025/2026,Post-Invernale,2026-02-15,ESTAC Troyes,70.41
Ligue_1,2025/2026,Post-Invernale,2026-02-15,Amiens SC,46.0
Ligue_1,2025/2026,Post-Invernale,2026-02-15,Clermont Foot 63,44.25
Ligue_1,2025/2026,Post-Invernale,2026-02-15,EA Guingamp,41.81
Ligue_1,2025/2026,Post-Invernale,2026-02-15,AC Ajaccio,32.0
Ligue_1,2025/2026,Post-Invernale,2026-02-15,Dijon FCO,26.1
Ligue_1,2025/2026,Post-Invernale,2026-02-15,SM Caen,26.05
Ligue_1,2025/2026,Post-Invernale,2026-02-15,Nîmes Olympique,24.95
Ligue_1,2025/2026,Post-Invernale,2026-02-15,SC Bastia,23.83
Ligue_1,2025/2026,Post-Invernale,2026-02-15,FC Sochaux-Montbéliard,15.65
Ligue_1,2025/2026,Post-Invernale,2026-02-15,Thonon Évian Grand Genève FC,13.1
Ligue_1,2025/2026,Post-Invernale,2026-02-15,Valenciennes FC,13.08
Ligue_1,2025/2026,Post-Invernale,2026-02-15,AS Nancy-Lorraine,9.93
Ligue_1,2025/2026,Post-Invernale,2026-02-15,GFC Ajaccio,5.25
Premier_League,2022/2023,Post-Estivo,2022-09-15,Chelsea FC,1030.9
Premier_League,2022/2023,Post-Estivo,2022-09-15,Liverpool FC,998.5
Premier_League,2022/2023,Post-Estivo,2022-09-15,Manchester United,976.38
Premier_League,2022/2023,Post-Estivo,2022-09-15,Manchester City,924.15
Premier_League,2022/2023,Post-Estivo,2022-09-15,Tottenham Hotspur,760.25
